Entry	Gene ontology IDs
Q9NYJ8	GO:0003674;GO:0005488;GO:0043169;GO:0046872;GO:0031593;GO:0008270;GO:0005515;GO:0032182;GO:0046914;GO:0043167;GO:0043130;GO:0140030;
P20273	GO:0031406;GO:0019899;GO:0003674;GO:0097367;GO:0005488;GO:0030246;GO:0043168;GO:0043167;GO:0019902;GO:0019903;GO:0005515;GO:0005102;GO:0044877;
Q08043	GO:0003674;GO:0005488;GO:0005509;GO:0043169;GO:0005198;GO:0046872;GO:0005515;GO:0044325;GO:0044877;GO:0043167;GO:0050839;GO:0008092;GO:0003779;GO:0005102;GO:0005178;GO:0042802;
Q9GIP4	GO:0005215;GO:0005342;GO:0003674;GO:0022857;GO:0015179;GO:0015171;GO:0046943;
Q8TCT7	GO:0003674;GO:0005488;GO:0046983;GO:0005515;GO:0016787;GO:0004175;GO:0140096;GO:0008233;GO:0003824;GO:0042802;GO:0042803;
P36888	GO:0003674;GO:0005488;GO:1901363;GO:0016772;GO:0043168;GO:0004713;GO:0043621;GO:0030554;GO:0004888;GO:0032555;GO:0140297;GO:0016922;GO:0005515;GO:1901265;GO:0044877;GO:0016740;GO:0032553;GO:0061629;GO:0043167;GO:0038023;GO:0060089;GO:0005524;GO:0035639;GO:0097367;GO:0016301;GO:0097159;GO:0140096;GO:0140375;GO:0003824;GO:0017076;GO:0019838;GO:0032559;GO:0000166;GO:0008134;GO:0016773;GO:0019199;GO:0004896;GO:0004672;GO:0004714;GO:0036094;
Q8IYJ1	GO:0003674;GO:0005488;GO:0008289;GO:0005544;GO:0005543;GO:0043169;GO:0043167;GO:0046872;
P00505	GO:0031406;GO:0019899;GO:0003674;GO:0003723;GO:0005488;GO:0008289;GO:0019842;GO:0097159;GO:1901363;GO:0003676;GO:0003824;GO:0005543;GO:0043168;GO:0043177;GO:0070279;GO:0030170;GO:0036094;GO:0005515;GO:0042802;GO:0016740;GO:0043167;
P05120	GO:0003674;GO:0004857;GO:0061135;GO:0004867;GO:0061134;GO:0030414;GO:0030234;GO:0004866;GO:0098772;
P49137	GO:0019899;GO:0003674;GO:0019901;GO:0005488;GO:1901363;GO:0106310;GO:0106311;GO:0016772;GO:0043168;GO:0030554;GO:0032555;GO:0005515;GO:0004674;GO:1901265;GO:0016740;GO:0032553;GO:0043167;GO:0005524;GO:0005516;GO:0035639;GO:0097367;GO:0016301;GO:0097159;GO:0140096;GO:0003824;GO:0017076;GO:0032559;GO:0019900;GO:0000166;GO:0016773;GO:0004672;GO:0036094;
Q8IVM0	GO:0019899;GO:0003674;GO:0044389;GO:0031625;GO:0005488;GO:0005515;
Q02246	GO:0003674;GO:0050839;GO:0005488;GO:0098631;GO:0005515;GO:0042802;
Q5HYA8	GO:0003674;GO:0005488;GO:0008092;GO:0051082;GO:0005515;
Q7RTS3	GO:0000978;GO:0003674;GO:0000976;GO:0005488;GO:0001216;GO:1990837;GO:0000987;GO:0005515;GO:0097159;GO:0003690;GO:0046983;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0140110;GO:0000981;GO:0001067;GO:0003700;GO:0001228;GO:0000977;GO:0003682;
P50897	GO:0003674;GO:0005488;GO:0008289;GO:0005543;GO:0043168;GO:0043167;GO:0097367;GO:0140096;GO:0016788;GO:0003824;GO:0016787;
Q969N4	GO:0038023;GO:0060089;GO:0003674;GO:0004930;GO:0004888;GO:0008227;
Q15072	GO:0000978;GO:0003674;GO:0008270;GO:0000976;GO:0097367;GO:0005488;GO:0005539;GO:0008201;GO:1901681;GO:1990837;GO:0000987;GO:0097159;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0046914;GO:0003676;GO:0001067;GO:0140110;GO:0043169;GO:0000981;GO:0003700;GO:0000977;GO:0046872;GO:0043167;
Q9ULV4	GO:0019899;GO:0003674;GO:0005488;GO:0031267;GO:0005515;GO:0051020;GO:0044877;GO:0008092;GO:0051015;GO:0003779;
Q15382	GO:0019899;GO:0003674;GO:0016462;GO:0019901;GO:0035639;GO:0097367;GO:0005488;GO:0017111;GO:0016818;GO:0097159;GO:0000287;GO:1901363;GO:0019001;GO:0003924;GO:0043169;GO:0003824;GO:0043168;GO:0032561;GO:0005525;GO:0046872;GO:0017076;GO:0019900;GO:0000166;GO:0032555;GO:0016817;GO:0019003;GO:0005515;GO:0016787;GO:1901265;GO:0032553;GO:0036094;GO:0043167;
Q9UHF7	GO:0003674;GO:0000976;GO:0005488;GO:0001227;GO:0097159;GO:0003677;GO:1901363;GO:0043169;GO:0003676;GO:0140110;GO:0001067;GO:0046872;GO:0008270;GO:1990837;GO:0005515;GO:0003690;GO:0019904;GO:0043565;GO:0046914;GO:0000981;GO:0003700;GO:0001217;GO:0000977;GO:0043167;
A0A087X1C5	GO:0003674;GO:0020037;GO:0005488;GO:0016705;GO:0097159;GO:0016491;GO:0046906;GO:0005506;GO:1901363;GO:0046914;GO:0043169;GO:0003824;GO:0004497;GO:0046872;GO:0043167;
Q96G91	GO:0060089;GO:0038023;GO:0003674;GO:0004888;GO:0030594;GO:0004930;
Q8TCT9	GO:0019899;GO:0003674;GO:0044389;GO:0031625;GO:0005488;GO:0005515;GO:0046983;GO:0016787;GO:0140096;GO:0004175;GO:0008233;GO:0003824;GO:0042803;GO:0042802;
Q9UDW1	GO:0022853;GO:0022804;GO:0003674;GO:0009055;GO:0005215;GO:0022857;GO:0015399;GO:0016491;GO:0022890;GO:0008324;GO:0003824;GO:0015078;GO:0015075;GO:0015318;GO:0015453;
P23297	GO:0019899;GO:0003674;GO:0005488;GO:0005509;GO:0048306;GO:0046983;GO:0005515;GO:0051117;GO:0043169;GO:0042803;GO:0042802;GO:0046872;GO:0043167;
Q9P1T7	GO:0003674;GO:0005488;GO:0008134;GO:0140297;GO:0005515;GO:0061629;
Q9BT25	GO:0003674;GO:0015631;GO:0005488;GO:0008092;GO:0005515;GO:0008017;
Q99538	GO:0003674;GO:0005488;GO:0005515;GO:0004175;GO:0004197;GO:0008092;GO:0140096;GO:0003824;GO:0016787;GO:0008234;GO:0008233;
Q9NY47	GO:0022843;GO:0003674;GO:0005261;GO:0022803;GO:0005488;GO:0005215;GO:0015085;GO:0022857;GO:0015267;GO:0022890;GO:0008324;GO:0005244;GO:0005216;GO:0046873;GO:0043169;GO:0005262;GO:0015075;GO:0022836;GO:0015318;GO:0046872;GO:0043167;GO:0022832;
P14784	GO:0038023;GO:0060089;GO:0003674;GO:0019838;GO:0005488;GO:0004888;GO:0019955;GO:0005515;GO:0140375;GO:0004896;
Q8IWL1	GO:0003674;GO:0005488;GO:0030246;
O43422	GO:0046983;GO:0097159;GO:0003674;GO:0003677;GO:1901363;GO:0005488;GO:0003676;GO:0043169;GO:0046872;GO:0043167;GO:0005515;
Q5W0Q7	GO:0003674;GO:0005488;GO:0005515;GO:0019783;GO:0008234;GO:0016787;GO:0140096;GO:0008233;GO:0032182;GO:0003824;
Q92598	GO:0003674;GO:0016462;GO:0016887;GO:0005524;GO:0035639;GO:0097367;GO:0005488;GO:0017111;GO:0008092;GO:0016818;GO:0097159;GO:1901363;GO:0003824;GO:0043168;GO:0017076;GO:0015631;GO:0030554;GO:0032559;GO:0000166;GO:0016817;GO:0032555;GO:0005515;GO:0016787;GO:1901265;GO:0032553;GO:0036094;GO:0043167;GO:0098772;
Q0D2J5	GO:0000978;GO:0003674;GO:0000976;GO:0005488;GO:1990837;GO:0000987;GO:0097159;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0043169;GO:0003700;GO:0000977;GO:0046872;GO:0043167;
P03891	GO:0016655;GO:0019899;GO:0003674;GO:0022804;GO:0009055;GO:0005488;GO:0005215;GO:0019901;GO:0019900;GO:0022857;GO:0015399;GO:0005515;GO:0005102;GO:0016491;GO:0003824;GO:0016651;GO:0015453;
P17301	GO:0003674;GO:0005488;GO:0098631;GO:0050840;GO:0043169;GO:0046872;GO:1901681;GO:0033218;GO:0004888;GO:0005515;GO:0044877;GO:0043167;GO:0038023;GO:0060089;GO:0050839;GO:0097367;GO:0001540;GO:0042277;GO:0140272;GO:0005518;GO:0005102;GO:0001618;GO:0005178;
Q8IUQ4	GO:0019899;GO:0003674;GO:0005488;GO:0061630;GO:0019787;GO:0140096;GO:0043169;GO:0003824;GO:0046872;GO:0008270;GO:0004842;GO:0061659;GO:0005515;GO:0046914;GO:0042802;GO:0016740;GO:0043167;GO:0008022;
P25021	GO:0038023;GO:0060089;GO:0003674;GO:0030594;GO:0004888;GO:0004930;GO:0008227;
P56179	GO:0000978;GO:0003674;GO:0000976;GO:0005488;GO:1990837;GO:0000987;GO:0097159;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0000981;GO:0003700;GO:0000977;
P08621	GO:0003674;GO:0003723;GO:0005488;GO:0097159;GO:1901363;GO:0003676;GO:0003729;
P22914	GO:0003674;GO:0005198;
P49458	GO:0003674;GO:0003723;GO:0005488;GO:0043021;GO:0097159;GO:1901363;GO:0003676;GO:0044877;
P02545	GO:0003674;GO:0005488;GO:0005198;GO:0005515;GO:0042802;
P11309	GO:0003674;GO:0005488;GO:0019207;GO:0043021;GO:0030145;GO:0106310;GO:1901363;GO:0106311;GO:0016772;GO:0043169;GO:0043168;GO:0046872;GO:0030234;GO:0030554;GO:0032555;GO:0005515;GO:0046914;GO:0004674;GO:1901265;GO:0044877;GO:0016740;GO:0032553;GO:0043167;GO:0098772;GO:0005524;GO:0035639;GO:0097367;GO:0008047;GO:0016301;GO:0097159;GO:0140096;GO:0003824;GO:0019209;GO:0030295;GO:0017076;GO:0032559;GO:0000166;GO:0016773;GO:0008134;GO:0019887;GO:0004672;GO:0036094;
Q9NP31	GO:0019904;GO:0003674;GO:0005488;GO:0005515;GO:0017124;
Q7L0R7	GO:0043169;GO:0046872;GO:0043167;GO:0003674;GO:0005488;
Q9BQ52	GO:0140101;GO:0003674;GO:0003723;GO:0140098;GO:0004518;GO:0005488;GO:0004540;GO:0004521;GO:0097159;GO:0016787;GO:1901363;GO:0016788;GO:0003676;GO:0043169;GO:0003824;GO:0043167;GO:0004519;GO:0046872;
Q9ULI3	GO:0003674;GO:0005488;GO:0005509;GO:0043169;GO:0046872;GO:0043167;
Q9Y4X4	GO:0003674;GO:0000976;GO:0005488;GO:0000987;GO:0001227;GO:0097159;GO:0003677;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0043169;GO:0046872;GO:0000978;GO:1990837;GO:0003690;GO:0043565;GO:0000981;GO:0003700;GO:0001217;GO:0000977;GO:0043167;
O43182	GO:0019899;GO:0003674;GO:0008047;GO:0005488;GO:0005096;GO:0030234;GO:0030695;GO:0060589;GO:0005515;GO:0019904;GO:0098772;GO:0017124;
O00151	GO:0003674;GO:0050839;GO:0005488;GO:0045296;GO:0098631;GO:0008092;GO:0003713;GO:0043169;GO:0140110;GO:0046872;GO:0003779;GO:0005515;GO:0003712;GO:0043167;
Q9UBP6	GO:0140101;GO:0003674;GO:0003723;GO:0016741;GO:0140098;GO:0005488;GO:0008168;GO:0000049;GO:0097159;GO:0008173;GO:0008757;GO:1901363;GO:0003676;GO:0003824;GO:0016740;
Q99748	GO:0019899;GO:0003674;GO:0019901;GO:0005488;GO:0048018;GO:0019900;GO:0070851;GO:0005515;GO:0005102;GO:0030546;GO:0030971;GO:1990782;GO:0030545;GO:0008083;GO:0098772;
Q5VSY0	GO:0003674;GO:0005488;GO:0042802;GO:0005515;
P56750	GO:0003674;GO:0022803;GO:0005488;GO:0005215;GO:0015103;GO:0022857;GO:0005515;GO:0015267;GO:0005253;GO:0008509;GO:0005216;GO:0005254;GO:0015075;GO:0042802;GO:0005198;GO:0015318;
Q8NF64	GO:0003674;GO:0008270;GO:0005488;GO:0003713;GO:0030374;GO:0003712;GO:0046914;GO:0043169;GO:0140110;GO:0046872;GO:0043167;
P51671	GO:0003674;GO:0005488;GO:0048018;GO:0005126;GO:0046983;GO:0005125;GO:0001664;GO:0005515;GO:0098772;GO:0030546;GO:0030545;GO:0005102;GO:0042379;
Q15185	GO:0019899;GO:0003674;GO:0016853;GO:0005488;GO:0016772;GO:0051082;GO:0005515;GO:0051087;GO:0016740;GO:0016779;GO:0031072;GO:0003824;GO:0140097;
O95382	GO:0003674;GO:0005524;GO:0017076;GO:0035639;GO:0097367;GO:0030554;GO:0005488;GO:0032559;GO:0000166;GO:0032555;GO:0016773;GO:0016301;GO:0097159;GO:0140096;GO:0000287;GO:0106310;GO:1901363;GO:0106311;GO:0016772;GO:0004674;GO:1901265;GO:0043169;GO:0003824;GO:0004672;GO:0043168;GO:0016740;GO:0032553;GO:0046872;GO:0036094;GO:0043167;
P31749	GO:0019901;GO:0005488;GO:0032555;GO:0099106;GO:0004674;GO:0098772;GO:0005080;GO:0005524;GO:0005516;GO:0035639;GO:0016301;GO:0097159;GO:0003824;GO:0032559;GO:1901981;GO:0015459;GO:0106310;GO:0106311;GO:0019902;GO:0030234;GO:1901265;GO:0043167;GO:0140096;GO:0017076;GO:0000166;GO:0016773;GO:0036094;GO:0019899;GO:0008289;GO:0046983;GO:1901363;GO:0016772;GO:0005543;GO:0042803;GO:0043168;GO:0016740;GO:0004672;GO:0003674;GO:0035091;GO:0030554;GO:0005515;GO:0032553;GO:0097367;GO:0019903;GO:0019900;GO:0042802;GO:0016247;
P22102	GO:0003674;GO:0005524;GO:0016741;GO:0035639;GO:0097367;GO:0005488;GO:0097159;GO:1901363;GO:0043169;GO:0003824;GO:0043168;GO:0043167;GO:0046872;GO:0017076;GO:0030554;GO:0032559;GO:0000166;GO:0032555;GO:0036094;GO:0016874;GO:1901265;GO:0016740;GO:0032553;
Q8NA92	GO:0043169;GO:0003676;GO:0097159;GO:1901363;GO:0046872;GO:0043167;GO:0003674;GO:0003677;GO:0005488;
Q9Y4P8	GO:0003674;GO:0005488;GO:0008289;GO:1902936;GO:0005543;GO:0035091;GO:0043168;GO:1901981;GO:0043167;
B4DU55	GO:0000978;GO:0003674;GO:0000976;GO:0005488;GO:1990837;GO:0000987;GO:0097159;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0043169;GO:0000981;GO:0003700;GO:0000977;GO:0046872;GO:0043167;
A6NK06	GO:0003674;GO:0016830;GO:0003824;GO:0016829;
Q14186	GO:0003674;GO:0000976;GO:0005488;GO:0003677;GO:1901363;GO:0003676;GO:1990837;GO:0005515;GO:0003690;GO:0019904;GO:0043565;GO:0000981;GO:0003700;GO:0000987;GO:0097159;GO:0001067;GO:0140110;GO:0008134;
Q00872	GO:0003779;GO:0003674;GO:0017022;GO:0005488;GO:0005515;GO:0005198;GO:0008092;
P20618	GO:0003674;GO:0004175;GO:0140096;GO:0003824;GO:0016787;GO:0008233;
Q9HAZ1	GO:0038023;GO:0060089;GO:0003674;GO:0005524;GO:0035639;GO:0097367;GO:0005488;GO:0016301;GO:0097159;GO:0140096;GO:0106310;GO:1901363;GO:0106311;GO:0016772;GO:0003824;GO:0043168;GO:0004713;GO:0017076;GO:0030554;GO:0032559;GO:0004888;GO:0000166;GO:0032555;GO:0016773;GO:0019199;GO:0004674;GO:1901265;GO:0004672;GO:0004714;GO:0016740;GO:0032553;GO:0036094;GO:0043167;
Q4G176	GO:0003674;GO:0005524;GO:0035639;GO:0097367;GO:0005488;GO:0097159;GO:1901363;GO:0003824;GO:0043168;GO:0017076;GO:0030554;GO:0032559;GO:0000166;GO:0032555;GO:0016874;GO:1901265;GO:0032553;GO:0036094;GO:0043167;
P42681	GO:0003674;GO:0005488;GO:1901363;GO:0016772;GO:0043168;GO:0004713;GO:0030554;GO:0004888;GO:0032555;GO:1901265;GO:0016740;GO:0032553;GO:0043167;GO:0038023;GO:0060089;GO:0005524;GO:0035639;GO:0097367;GO:0016301;GO:0097159;GO:0140096;GO:0003824;GO:0017076;GO:0032559;GO:0000166;GO:0016773;GO:0019199;GO:0004672;GO:0004714;GO:0036094;
P26717	GO:0038023;GO:0060089;GO:0003674;GO:0005488;GO:0140375;GO:0030246;GO:0003823;GO:0004888;GO:0005515;GO:0044877;
Q9H270	GO:0003674;GO:0005488;GO:1901363;GO:0043169;GO:0019905;GO:0046872;GO:0030674;GO:0061659;GO:0005515;GO:0019904;GO:1901265;GO:0016740;GO:0043167;GO:0061630;GO:0019787;GO:0097159;GO:0140096;GO:0003824;GO:0004842;GO:0000166;GO:0000149;GO:0060090;GO:0036094;
P0CL84	GO:0003674;GO:0005488;GO:0003682;
Q13506	GO:0003674;GO:0005488;GO:0008134;GO:0005515;GO:0003712;GO:0140110;
Q15119	GO:0003674;GO:0005488;GO:0046983;GO:1901363;GO:0016772;GO:0042803;GO:0043168;GO:0030554;GO:0032555;GO:0005515;GO:1901265;GO:0016740;GO:0032553;GO:0043167;GO:0005524;GO:0035639;GO:0097367;GO:0016301;GO:0097159;GO:0140096;GO:0003824;GO:0017076;GO:0032559;GO:0000166;GO:0016773;GO:0004672;GO:0042802;GO:0036094;
O75112	GO:0019899;GO:0003779;GO:0003674;GO:0005080;GO:0019901;GO:0005488;GO:0019900;GO:0008092;GO:0005515;GO:0043169;GO:0046872;GO:0043167;
Q9H305	GO:0003674;GO:0005488;GO:0043169;GO:0046872;GO:0043167;
Q96B18	GO:0019899;GO:0003674;GO:0005080;GO:0019901;GO:0005488;GO:0019900;GO:0005515;GO:0042802;
Q9UNA1	GO:0030234;GO:0030695;GO:0003674;GO:0060589;GO:0008047;GO:0005488;GO:0005096;GO:0008289;GO:0005543;GO:0098772;
O75969	GO:0003674;GO:0005488;GO:0005515;
Q92754	GO:0003674;GO:0000976;GO:0005488;GO:0000987;GO:0001227;GO:0097159;GO:0003677;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0000978;GO:0001216;GO:1990837;GO:0003690;GO:0043565;GO:0000981;GO:0001228;GO:0003700;GO:0001217;GO:0000977;
P52739	GO:0000978;GO:0003674;GO:0000976;GO:0005488;GO:1990837;GO:0000987;GO:0001227;GO:0097159;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0043169;GO:0000981;GO:0140110;GO:0003700;GO:0001217;GO:0000977;GO:0046872;GO:0043167;
Q8NG84	GO:0004984;GO:0004888;GO:0038023;GO:0060089;GO:0003674;GO:0004930;
Q07157	GO:0003674;GO:0050839;GO:0005516;GO:0005488;GO:0045296;GO:0005515;
P16403	GO:0003674;GO:0003723;GO:0031490;GO:0005488;GO:0097159;GO:0003677;GO:1901363;GO:0003676;GO:0003682;GO:0003690;GO:0044877;
P19367	GO:0003674;GO:0005488;GO:1901363;GO:0016772;GO:0043168;GO:0030554;GO:0032555;GO:1901265;GO:0016740;GO:0032553;GO:0043167;GO:0005524;GO:0035639;GO:0097367;GO:0005539;GO:0016301;GO:0097159;GO:0030246;GO:0003824;GO:0017076;GO:0032559;GO:0000166;GO:0016773;GO:0048029;GO:0036094;
Q13541	GO:0019899;GO:0003674;GO:0005488;GO:0019902;GO:0019903;GO:0045182;GO:0005515;
P02741	GO:0003674;GO:0005488;GO:0005509;GO:0043169;GO:0046872;GO:0005515;GO:0005102;GO:0044877;GO:0042802;GO:0043167;
P09038	GO:0005488;GO:0003713;GO:0070851;GO:0019955;GO:0008083;GO:0098772;GO:0050839;GO:0030374;GO:0030545;GO:0140110;GO:0005102;GO:0005178;GO:0003674;GO:0048018;GO:0008201;GO:0005125;GO:1901681;GO:0005515;GO:0003712;GO:0044877;GO:0097367;GO:0005539;GO:0030546;GO:0042802;
P11021	GO:0019899;GO:0016887;GO:0005488;GO:0005509;GO:1901363;GO:0043169;GO:0043168;GO:0046872;GO:0016817;GO:0032555;GO:0019904;GO:0051087;GO:0043022;GO:0016462;GO:0050839;GO:0005524;GO:0035639;GO:0017111;GO:0097159;GO:0003824;GO:0032559;GO:0016787;GO:0003674;GO:0044389;GO:0043021;GO:0045296;GO:0051082;GO:0030554;GO:0005515;GO:1901265;GO:0044877;GO:0032553;GO:0043167;GO:0097367;GO:0031625;GO:0031072;GO:0016818;GO:0017076;GO:0000166;GO:0036094;
Q9UMR5	GO:0003674;GO:0140096;GO:0003824;GO:0016787;GO:0016788;
P59536	GO:0038023;GO:0060089;GO:0003674;GO:0004930;GO:0004888;
Q8WVY7	GO:0003674;GO:0016787;GO:0004721;GO:0140096;GO:0004722;GO:0106307;GO:0016791;GO:0106306;GO:0003824;GO:0042578;GO:0016788;
Q9H221	GO:0003674;GO:0022804;GO:0005524;GO:0035639;GO:0097367;GO:0005488;GO:0005215;GO:0046982;GO:0022857;GO:0042626;GO:0015399;GO:0046983;GO:0097159;GO:0005319;GO:1901363;GO:0043169;GO:0043168;GO:0046872;GO:0017076;GO:0030554;GO:0032559;GO:0000166;GO:0032555;GO:0036094;GO:0005515;GO:1901265;GO:0032553;GO:0043167;
Q6UW32	GO:0005102;GO:0003674;GO:0005488;GO:0005515;
Q9HD15	GO:0003674;GO:0003723;GO:0005488;GO:0003713;GO:0003727;GO:0030374;GO:0003712;GO:0097159;GO:0003677;GO:1901363;GO:0003676;GO:0140110;
Q9HAW7	GO:0031406;GO:0019899;GO:0003674;GO:0005080;GO:0019901;GO:0005488;GO:0046982;GO:0004857;GO:0008289;GO:0008194;GO:0046983;GO:0003824;GO:0043168;GO:0033293;GO:0042803;GO:0030234;GO:0043177;GO:0016758;GO:0019900;GO:0005515;GO:0042802;GO:0016740;GO:0016757;GO:0036094;GO:0043167;GO:0098772;
P05556	GO:0019899;GO:0019901;GO:0005488;GO:0098631;GO:0046983;GO:0043169;GO:0046872;GO:0050839;GO:0140272;GO:0005518;GO:0005102;GO:1990782;GO:0001618;GO:0005178;GO:0003674;GO:0045296;GO:0005515;GO:0044877;GO:0043167;GO:0038023;GO:0060089;GO:0046982;GO:0008092;GO:0003779;GO:0002020;GO:0019900;
P16104	GO:0019899;GO:0003674;GO:0005488;GO:0046983;GO:0003677;GO:1901363;GO:0003676;GO:0005515;GO:0046982;GO:0097159;GO:0042393;GO:0003684;
P0CI00	GO:0003674;GO:0000976;GO:0005488;GO:1990837;GO:0001227;GO:0097159;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0043169;GO:0000981;GO:0003700;GO:0001217;GO:0000977;GO:0046872;GO:0043167;
P04908	GO:0003674;GO:0005488;GO:0046982;GO:0046983;GO:0097159;GO:0003677;GO:1901363;GO:0003676;GO:0005515;
P48023	GO:0003674;GO:0005488;GO:0048018;GO:0005126;GO:0005125;GO:0005515;GO:0098772;GO:0030546;GO:0030545;GO:0005102;
Q2WEN9	GO:0003674;GO:0005515;GO:0042802;GO:0005488;
Q01167	GO:0003674;GO:0000976;GO:0005488;GO:0000287;GO:0003677;GO:1901363;GO:0003676;GO:0043169;GO:0046872;GO:1990837;GO:0003690;GO:0043565;GO:0000981;GO:0003700;GO:0001217;GO:0043167;GO:0000987;GO:0001227;GO:0097159;GO:0001067;GO:0140110;GO:0000978;GO:0001216;GO:0001228;GO:0000977;
O15551	GO:0003674;GO:0005488;GO:0005198;GO:0004888;GO:0005515;GO:0038023;GO:0060089;GO:0042802;
O43561	GO:0019899;GO:0003674;GO:0019901;GO:0005488;GO:0030674;GO:0019900;GO:0005515;GO:0035591;GO:0060090;
